Team,P,W,D,L,GF,GA,GD,Pts,Notes
Peterborough Athletic 1,22,18,3,1,94,19,75,57,P
Peterborough Town 3,22,16,4,2,61,12,49,52,
Horncastle 1,22,15,4,3,75,42,33,49,
St Ives 2,22,8,7,7,44,40,4,31,
Long Sutton 2,22,8,6,8,45,33,12,30,
Cambridge Nomads 2,22,8,6,8,47,38,9,30,
Market Deeping 1,22,8,6,8,43,47,-4,30,
Wisbech Town 2,22,7,7,8,58,52,6,28,
March Town 1,22,6,7,9,35,50,-15,25,
M1,22,5,3,14,26,58,-32,18,
Alford & District 1,22,5,2,15,33,75,-42,17,R
Ely City 2,22,0,1,21,13,108,-95,1,R
