Team,P,W,D,L,GF,GA,GD,Pts,Notes
St Neots 2,22,21,1,0,121,13,108,64,
Alford & District 1,22,16,1,5,111,29,82,49,
March Town 2,22,15,1,6,103,53,50,39,(-7)
M3,22,12,3,7,69,38,31,39,
Cambridge City 6,22,13,2,7,64,45,19,38,(-3)
Bourne Deeping 4,22,12,1,9,74,45,29,37,
Long Sutton 3,22,12,1,9,66,70,-4,37,
Spalding 4,22,7,0,15,40,73,-33,21,
St Ives 4,22,6,2,14,44,76,-32,20,
Bourne Deeping 5,22,6,1,15,34,81,-47,19,
M4,22,2,1,19,18,102,-84,7,
Wisbech Town 4,22,3,0,19,18,137,-119,   6,(-3)
