Team,P,W,D,L,GF,GA,GD,Pts,Notes
Cambridge City 3,22,21,0,1,102,12,90,63,P
Newmarket 1,22,14,3,5,59,29,30,45,P
St Ives 3,22,13,2,7,68,31,37,41,
Spalding 2,22,13,1,8,61,44,17,40,
St Neots 2,22,10,5,7,61,51,10,35,
Peterborough Town 4,22,11,1,10,57,40,17,34,
Boston 1,22,10,3,9,55,41,14,33,
Bourne 3,22,9,3,10,37,49,-12,30,
Cambridge Nomads 3,22,7,5,10,41,52,-11,26,
Horncastle 2,22,5,2,15,35,74,-39,17,
Woodhall Spa 1,22,3,1,18,25,80,-55,10,R
St Neots 3,22,3,0,19,23,121,-98,9,R
